user_activity,user_category_pref,product_id,product_activity,product_category,product_price,product_views,product_purchases,product_rating,same_activity,same_category,score
skating,Footwear,10,cycling,Clothing,39.99,190,50,4.1,0,0,0.2966
cycling,Footwear,1,running,Footwear,99.99,320,85,4.5,0,1,0.4808
cycling,Footwear,5,running,Accessories,19.99,130,35,3.9,0,0,0.244
running,Accessories,13,skating,Footwear,89.99,200,55,4.3,0,0,0.225
cycling,Safety,9,cycling,Clothing,59.99,240,65,4.4,1,0,0.719
running,Accessories,13,skating,Footwear,89.99,200,55,4.3,0,0,0.2016
cycling,Accessories,3,running,Clothing,9.99,180,95,4.0,0,0,0.2781
skating,Footwear,6,cycling,Safety,49.99,280,70,4.7,0,0,0.358
cycling,Footwear,9,cycling,Clothing,59.99,240,65,4.4,1,0,0.6563
running,Footwear,10,cycling,Clothing,39.99,190,50,4.1,0,0,0.2421
cycling,Safety,10,cycling,Clothing,39.99,190,50,4.1,1,0,0.6927
running,Accessories,3,running,Clothing,9.99,180,95,4.0,1,0,0.6814
running,Safety,2,running,Clothing,29.99,210,60,4.2,1,0,0.6898
skating,Footwear,12,skating,Safety,44.99,155,40,4.5,1,0,0.5835
running,Clothing,13,skating,Footwear,89.99,200,55,4.3,0,0,0.2144
skating,Clothing,13,skating,Footwear,89.99,200,55,4.3,1,0,0.6246
skating,Clothing,9,cycling,Clothing,59.99,240,65,4.4,0,1,0.387
skating,Accessories,8,cycling,Accessories,12.99,160,45,4.0,0,1,0.3906
running,Accessories,5,running,Accessories,19.99,130,35,3.9,1,1,0.8686
cycling,Safety,1,running,Footwear,99.99,320,85,4.5,0,0,0.3363
skating,Safety,4,running,Accessories,15.99,150,40,3.8,0,0,0.2099
running,Footwear,3,running,Clothing,9.99,180,95,4.0,1,0,0.7452
skating,Safety,2,running,Clothing,29.99,210,60,4.2,0,0,0.2453
running,Clothing,13,skating,Footwear,89.99,200,55,4.3,0,0,0.2888
cycling,Footwear,8,cycling,Accessories,12.99,160,45,4.0,1,0,0.6195
running,Safety,6,cycling,Safety,49.99,280,70,4.7,0,1,0.4986
running,Accessories,3,running,Clothing,9.99,180,95,4.0,1,0,0.7903
running,Accessories,10,cycling,Clothing,39.99,190,50,4.1,0,0,0.1921
cycling,Accessories,2,running,Clothing,29.99,210,60,4.2,0,0,0.3379
running,Clothing,12,skating,Safety,44.99,155,40,4.5,0,0,0.1365
cycling,Accessories,8,cycling,Accessories,12.99,160,45,4.0,1,1,0.911
cycling,Safety,11,skating,Safety,29.99,170,45,4.2,0,1,0.4074
running,Footwear,10,cycling,Clothing,39.99,190,50,4.1,0,0,0.2189
cycling,Footwear,6,cycling,Safety,49.99,280,70,4.7,1,0,0.5925
cycling,Safety,7,cycling,Clothing,24.99,200,55,4.3,1,0,0.6308
skating,Clothing,8,cycling,Accessories,12.99,160,45,4.0,0,0,0.1775
cycling,Accessories,6,cycling,Safety,49.99,280,70,4.7,1,0,0.6566
running,Safety,9,cycling,Clothing,59.99,240,65,4.4,0,0,0.2551
cycling,Accessories,15,skating,Accessories,34.99,140,38,3.9,0,1,0.4484
skating,Footwear,10,cycling,Clothing,39.99,190,50,4.1,0,0,0.2414
skating,Footwear,12,skating,Safety,44.99,155,40,4.5,1,0,0.6284
running,Footwear,3,running,Clothing,9.99,180,95,4.0,1,0,0.6782
running,Accessories,7,cycling,Clothing,24.99,200,55,4.3,0,0,0.2095
running,Safety,14,skating,Clothing,11.99,120,35,3.7,0,0,0.2899
running,Clothing,7,cycling,Clothing,24.99,200,55,4.3,0,1,0.4167
cycling,Footwear,6,cycling,Safety,49.99,280,70,4.7,1,0,0.7698
cycling,Safety,11,skating,Safety,29.99,170,45,4.2,0,1,0.4139
skating,Safety,2,running,Clothing,29.99,210,60,4.2,0,0,0.2601
running,Clothing,12,skating,Safety,44.99,155,40,4.5,0,0,0.2665
running,Safety,13,skating,Footwear,89.99,200,55,4.3,0,0,0.2846
cycling,Clothing,7,cycling,Clothing,24.99,200,55,4.3,1,1,0.848
cycling,Footwear,6,cycling,Safety,49.99,280,70,4.7,1,0,0.6676
cycling,Safety,4,running,Accessories,15.99,150,40,3.8,0,0,0.2102
skating,Safety,2,running,Clothing,29.99,210,60,4.2,0,0,0.2769
cycling,Safety,1,running,Footwear,99.99,320,85,4.5,0,0,0.3366
skating,Clothing,8,cycling,Accessories,12.99,160,45,4.0,0,0,0.2297
running,Clothing,6,cycling,Safety,49.99,280,70,4.7,0,0,0.3179
skating,Footwear,10,cycling,Clothing,39.99,190,50,4.1,0,0,0.3129
cycling,Footwear,15,skating,Accessories,34.99,140,38,3.9,0,0,0.2196
cycling,Safety,8,cycling,Accessories,12.99,160,45,4.0,1,0,0.6451
running,Footwear,4,running,Accessories,15.99,150,40,3.8,1,0,0.5371
running,Safety,5,running,Accessories,19.99,130,35,3.9,1,0,0.4695
cycling,Clothing,2,running,Clothing,29.99,210,60,4.2,0,1,0.4794
running,Footwear,5,running,Accessories,19.99,130,35,3.9,1,0,0.5963
cycling,Footwear,5,running,Accessories,19.99,130,35,3.9,0,0,0.1753
skating,Safety,14,skating,Clothing,11.99,120,35,3.7,1,0,0.6122
cycling,Clothing,11,skating,Safety,29.99,170,45,4.2,0,0,0.223
cycling,Clothing,14,skating,Clothing,11.99,120,35,3.7,0,1,0.4564
running,Footwear,15,skating,Accessories,34.99,140,38,3.9,0,0,0.2048
cycling,Accessories,13,skating,Footwear,89.99,200,55,4.3,0,0,0.1837
cycling,Clothing,4,running,Accessories,15.99,150,40,3.8,0,0,0.2625
cycling,Safety,8,cycling,Accessories,12.99,160,45,4.0,1,0,0.6186
cycling,Clothing,12,skating,Safety,44.99,155,40,4.5,0,0,0.2393
cycling,Accessories,15,skating,Accessories,34.99,140,38,3.9,0,1,0.3766
skating,Safety,14,skating,Clothing,11.99,120,35,3.7,1,0,0.5675
running,Clothing,2,running,Clothing,29.99,210,60,4.2,1,1,0.8642
skating,Clothing,6,cycling,Safety,49.99,280,70,4.7,0,0,0.2876
skating,Accessories,1,running,Footwear,99.99,320,85,4.5,0,0,0.316
running,Safety,15,skating,Accessories,34.99,140,38,3.9,0,0,0.1871
running,Safety,14,skating,Clothing,11.99,120,35,3.7,0,0,0.1082
cycling,Footwear,13,skating,Footwear,89.99,200,55,4.3,0,1,0.3994
skating,Safety,5,running,Accessories,19.99,130,35,3.9,0,0,0.2407
skating,Footwear,8,cycling,Accessories,12.99,160,45,4.0,0,0,0.2146
running,Safety,11,skating,Safety,29.99,170,45,4.2,0,1,0.4137
skating,Footwear,1,running,Footwear,99.99,320,85,4.5,0,1,0.5413
running,Clothing,7,cycling,Clothing,24.99,200,55,4.3,0,1,0.4179
skating,Clothing,10,cycling,Clothing,39.99,190,50,4.1,0,1,0.3539
cycling,Clothing,6,cycling,Safety,49.99,280,70,4.7,1,0,0.679
running,Clothing,11,skating,Safety,29.99,170,45,4.2,0,0,0.2018
skating,Footwear,6,cycling,Safety,49.99,280,70,4.7,0,0,0.2387
cycling,Footwear,5,running,Accessories,19.99,130,35,3.9,0,0,0.1922
cycling,Footwear,12,skating,Safety,44.99,155,40,4.5,0,0,0.2376
cycling,Safety,7,cycling,Clothing,24.99,200,55,4.3,1,0,0.653
cycling,Accessories,6,cycling,Safety,49.99,280,70,4.7,1,0,0.7024
skating,Safety,9,cycling,Clothing,59.99,240,65,4.4,0,0,0.3527
cycling,Footwear,15,skating,Accessories,34.99,140,38,3.9,0,0,0.1834
running,Safety,7,cycling,Clothing,24.99,200,55,4.3,0,0,0.2674
cycling,Clothing,9,cycling,Clothing,59.99,240,65,4.4,1,1,0.8365
skating,Clothing,9,cycling,Clothing,59.99,240,65,4.4,0,1,0.4197
cycling,Safety,5,running,Accessories,19.99,130,35,3.9,0,0,0.1718
skating,Safety,11,skating,Safety,29.99,170,45,4.2,1,1,0.8021
cycling,Footwear,2,running,Clothing,29.99,210,60,4.2,0,0,0.278
running,Footwear,11,skating,Safety,29.99,170,45,4.2,0,0,0.3435
running,Safety,2,running,Clothing,29.99,210,60,4.2,1,0,0.6242
cycling,Footwear,11,skating,Safety,29.99,170,45,4.2,0,0,0.2052
cycling,Footwear,11,skating,Safety,29.99,170,45,4.2,0,0,0.2228
cycling,Safety,4,running,Accessories,15.99,150,40,3.8,0,0,0.2328
running,Safety,9,cycling,Clothing,59.99,240,65,4.4,0,0,0.2752
cycling,Footwear,4,running,Accessories,15.99,150,40,3.8,0,0,0.2772
cycling,Footwear,6,cycling,Safety,49.99,280,70,4.7,1,0,0.5657
cycling,Safety,15,skating,Accessories,34.99,140,38,3.9,0,0,0.0812
skating,Safety,1,running,Footwear,99.99,320,85,4.5,0,0,0.2672
cycling,Clothing,9,cycling,Clothing,59.99,240,65,4.4,1,1,0.9169
cycling,Accessories,15,skating,Accessories,34.99,140,38,3.9,0,1,0.3222
skating,Accessories,5,running,Accessories,19.99,130,35,3.9,0,1,0.2506
cycling,Clothing,1,running,Footwear,99.99,320,85,4.5,0,0,0.3206
cycling,Footwear,1,running,Footwear,99.99,320,85,4.5,0,1,0.5042
running,Clothing,13,skating,Footwear,89.99,200,55,4.3,0,0,0.1665
cycling,Accessories,6,cycling,Safety,49.99,280,70,4.7,1,0,0.6377
running,Safety,4,running,Accessories,15.99,150,40,3.8,1,0,0.5645
skating,Safety,4,running,Accessories,15.99,150,40,3.8,0,0,0.2185
skating,Safety,14,skating,Clothing,11.99,120,35,3.7,1,0,0.5687
running,Safety,3,running,Clothing,9.99,180,95,4.0,1,0,0.7577
skating,Safety,12,skating,Safety,44.99,155,40,4.5,1,1,0.6703
running,Safety,15,skating,Accessories,34.99,140,38,3.9,0,0,0.1577
cycling,Clothing,7,cycling,Clothing,24.99,200,55,4.3,1,1,0.7972
running,Footwear,12,skating,Safety,44.99,155,40,4.5,0,0,0.2002
running,Footwear,11,skating,Safety,29.99,170,45,4.2,0,0,0.1991
skating,Safety,14,skating,Clothing,11.99,120,35,3.7,1,0,0.6399
skating,Accessories,14,skating,Clothing,11.99,120,35,3.7,1,0,0.507
skating,Clothing,6,cycling,Safety,49.99,280,70,4.7,0,0,0.2893
running,Footwear,2,running,Clothing,29.99,210,60,4.2,1,0,0.6879
running,Safety,1,running,Footwear,99.99,320,85,4.5,1,0,0.7848
skating,Clothing,1,running,Footwear,99.99,320,85,4.5,0,0,0.2679
skating,Footwear,10,cycling,Clothing,39.99,190,50,4.1,0,0,0.2472
cycling,Footwear,12,skating,Safety,44.99,155,40,4.5,0,0,0.1228
skating,Clothing,8,cycling,Accessories,12.99,160,45,4.0,0,0,0.1099
skating,Accessories,3,running,Clothing,9.99,180,95,4.0,0,0,0.3752
running,Clothing,5,running,Accessories,19.99,130,35,3.9,1,0,0.6007
running,Clothing,12,skating,Safety,44.99,155,40,4.5,0,0,0.2719
cycling,Accessories,11,skating,Safety,29.99,170,45,4.2,0,0,0.1573
running,Accessories,2,running,Clothing,29.99,210,60,4.2,1,0,0.686
running,Footwear,11,skating,Safety,29.99,170,45,4.2,0,0,0.3194
skating,Footwear,2,running,Clothing,29.99,210,60,4.2,0,0,0.281
cycling,Footwear,2,running,Clothing,29.99,210,60,4.2,0,0,0.2738
running,Accessories,5,running,Accessories,19.99,130,35,3.9,1,1,0.8014
running,Footwear,2,running,Clothing,29.99,210,60,4.2,1,0,0.5815
cycling,Accessories,15,skating,Accessories,34.99,140,38,3.9,0,1,0.4683
running,Safety,2,running,Clothing,29.99,210,60,4.2,1,0,0.6295
cycling,Footwear,7,cycling,Clothing,24.99,200,55,4.3,1,0,0.6787
running,Safety,11,skating,Safety,29.99,170,45,4.2,0,1,0.3479
running,Clothing,11,skating,Safety,29.99,170,45,4.2,0,0,0.167
cycling,Safety,15,skating,Accessories,34.99,140,38,3.9,0,0,0.2723
cycling,Safety,13,skating,Footwear,89.99,200,55,4.3,0,0,0.2036
running,Clothing,5,running,Accessories,19.99,130,35,3.9,1,0,0.6737
running,Clothing,11,skating,Safety,29.99,170,45,4.2,0,0,0.2221
skating,Footwear,2,running,Clothing,29.99,210,60,4.2,0,0,0.1679
cycling,Accessories,8,cycling,Accessories,12.99,160,45,4.0,1,1,0.8741
skating,Footwear,3,running,Clothing,9.99,180,95,4.0,0,0,0.3035
skating,Accessories,15,skating,Accessories,34.99,140,38,3.9,1,1,0.8354
running,Clothing,10,cycling,Clothing,39.99,190,50,4.1,0,1,0.4323
running,Footwear,9,cycling,Clothing,59.99,240,65,4.4,0,0,0.1848
skating,Clothing,4,running,Accessories,15.99,150,40,3.8,0,0,0.2212
cycling,Footwear,15,skating,Accessories,34.99,140,38,3.9,0,0,0.3103
running,Footwear,6,cycling,Safety,49.99,280,70,4.7,0,0,0.3117
running,Clothing,2,running,Clothing,29.99,210,60,4.2,1,1,0.8571
skating,Clothing,5,running,Accessories,19.99,130,35,3.9,0,0,0.2548
cycling,Safety,4,running,Accessories,15.99,150,40,3.8,0,0,0.2235
running,Accessories,12,skating,Safety,44.99,155,40,4.5,0,0,0.2235
skating,Accessories,8,cycling,Accessories,12.99,160,45,4.0,0,1,0.3749
skating,Safety,7,cycling,Clothing,24.99,200,55,4.3,0,0,0.2652
skating,Safety,15,skating,Accessories,34.99,140,38,3.9,1,0,0.6523
running,Accessories,3,running,Clothing,9.99,180,95,4.0,1,0,0.6912
running,Accessories,7,cycling,Clothing,24.99,200,55,4.3,0,0,0.3247
running,Accessories,3,running,Clothing,9.99,180,95,4.0,1,0,0.7284
running,Safety,7,cycling,Clothing,24.99,200,55,4.3,0,0,0.2091
cycling,Safety,10,cycling,Clothing,39.99,190,50,4.1,1,0,0.6809
skating,Accessories,14,skating,Clothing,11.99,120,35,3.7,1,0,0.5857
cycling,Footwear,10,cycling,Clothing,39.99,190,50,4.1,1,0,0.669
cycling,Safety,4,running,Accessories,15.99,150,40,3.8,0,0,0.1984
skating,Accessories,6,cycling,Safety,49.99,280,70,4.7,0,0,0.284
skating,Footwear,8,cycling,Accessories,12.99,160,45,4.0,0,0,0.2542
running,Footwear,9,cycling,Clothing,59.99,240,65,4.4,0,0,0.2765
cycling,Safety,5,running,Accessories,19.99,130,35,3.9,0,0,0.1012
skating,Accessories,7,cycling,Clothing,24.99,200,55,4.3,0,0,0.1974
running,Footwear,3,running,Clothing,9.99,180,95,4.0,1,0,0.7795
cycling,Safety,13,skating,Footwear,89.99,200,55,4.3,0,0,0.2144
running,Accessories,4,running,Accessories,15.99,150,40,3.8,1,1,0.7868
running,Clothing,11,skating,Safety,29.99,170,45,4.2,0,0,0.1581
cycling,Accessories,3,running,Clothing,9.99,180,95,4.0,0,0,0.279
cycling,Footwear,1,running,Footwear,99.99,320,85,4.5,0,1,0.3909
cycling,Footwear,12,skating,Safety,44.99,155,40,4.5,0,0,0.2079
cycling,Clothing,8,cycling,Accessories,12.99,160,45,4.0,1,0,0.5996
skating,Accessories,15,skating,Accessories,34.99,140,38,3.9,1,1,0.7522
running,Footwear,7,cycling,Clothing,24.99,200,55,4.3,0,0,0.2501
cycling,Clothing,9,cycling,Clothing,59.99,240,65,4.4,1,1,0.8802
running,Footwear,9,cycling,Clothing,59.99,240,65,4.4,0,0,0.3667
cycling,Footwear,10,cycling,Clothing,39.99,190,50,4.1,1,0,0.5554
skating,Safety,11,skating,Safety,29.99,170,45,4.2,1,1,0.884
cycling,Accessories,14,skating,Clothing,11.99,120,35,3.7,0,0,0.2487
cycling,Clothing,4,running,Accessories,15.99,150,40,3.8,0,0,0.1741
running,Safety,8,cycling,Accessories,12.99,160,45,4.0,0,0,0.2397
running,Accessories,7,cycling,Clothing,24.99,200,55,4.3,0,0,0.2306
running,Footwear,8,cycling,Accessories,12.99,160,45,4.0,0,0,0.2388
running,Accessories,10,cycling,Clothing,39.99,190,50,4.1,0,0,0.3065
cycling,Clothing,10,cycling,Clothing,39.99,190,50,4.1,1,1,0.8613
running,Accessories,1,running,Footwear,99.99,320,85,4.5,1,0,0.7174
skating,Footwear,15,skating,Accessories,34.99,140,38,3.9,1,0,0.579
cycling,Accessories,3,running,Clothing,9.99,180,95,4.0,0,0,0.2588
cycling,Footwear,15,skating,Accessories,34.99,140,38,3.9,0,0,0.1901
skating,Footwear,6,cycling,Safety,49.99,280,70,4.7,0,0,0.3473
skating,Footwear,2,running,Clothing,29.99,210,60,4.2,0,0,0.1836
cycling,Footwear,14,skating,Clothing,11.99,120,35,3.7,0,0,0.1473
cycling,Accessories,5,running,Accessories,19.99,130,35,3.9,0,1,0.4073
cycling,Accessories,7,cycling,Clothing,24.99,200,55,4.3,1,0,0.6043
running,Accessories,8,cycling,Accessories,12.99,160,45,4.0,0,1,0.3899
skating,Footwear,7,cycling,Clothing,24.99,200,55,4.3,0,0,0.2323
cycling,Safety,8,cycling,Accessories,12.99,160,45,4.0,1,0,0.5612
skating,Footwear,14,skating,Clothing,11.99,120,35,3.7,1,0,0.5513
cycling,Footwear,1,running,Footwear,99.99,320,85,4.5,0,1,0.5272
running,Footwear,14,skating,Clothing,11.99,120,35,3.7,0,0,0.1346
running,Clothing,2,running,Clothing,29.99,210,60,4.2,1,1,0.7801
cycling,Safety,4,running,Accessories,15.99,150,40,3.8,0,0,0.1815
running,Footwear,4,running,Accessories,15.99,150,40,3.8,1,0,0.6496
skating,Accessories,14,skating,Clothing,11.99,120,35,3.7,1,0,0.5902
skating,Footwear,15,skating,Accessories,34.99,140,38,3.9,1,0,0.5773
skating,Footwear,5,running,Accessories,19.99,130,35,3.9,0,0,0.2032
running,Footwear,1,running,Footwear,99.99,320,85,4.5,1,1,0.8047
cycling,Footwear,5,running,Accessories,19.99,130,35,3.9,0,0,0.2257
cycling,Safety,5,running,Accessories,19.99,130,35,3.9,0,0,0.2202
skating,Clothing,15,skating,Accessories,34.99,140,38,3.9,1,0,0.58
running,Safety,2,running,Clothing,29.99,210,60,4.2,1,0,0.7103
running,Accessories,14,skating,Clothing,11.99,120,35,3.7,0,0,0.1436
running,Safety,11,skating,Safety,29.99,170,45,4.2,0,1,0.4824
cycling,Footwear,9,cycling,Clothing,59.99,240,65,4.4,1,0,0.6697
skating,Clothing,10,cycling,Clothing,39.99,190,50,4.1,0,1,0.4142
cycling,Safety,5,running,Accessories,19.99,130,35,3.9,0,0,0.2
cycling,Safety,4,running,Accessories,15.99,150,40,3.8,0,0,0.2076
running,Accessories,13,skating,Footwear,89.99,200,55,4.3,0,0,0.282
cycling,Footwear,6,cycling,Safety,49.99,280,70,4.7,1,0,0.6332
skating,Clothing,11,skating,Safety,29.99,170,45,4.2,1,0,0.5879
skating,Clothing,12,skating,Safety,44.99,155,40,4.5,1,0,0.6648
running,Footwear,8,cycling,Accessories,12.99,160,45,4.0,0,0,0.1997
running,Clothing,1,running,Footwear,99.99,320,85,4.5,1,0,0.737
skating,Clothing,8,cycling,Accessories,12.99,160,45,4.0,0,0,0.3145
cycling,Clothing,8,cycling,Accessories,12.99,160,45,4.0,1,0,0.6094
running,Accessories,4,running,Accessories,15.99,150,40,3.8,1,1,0.8471
skating,Accessories,13,skating,Footwear,89.99,200,55,4.3,1,0,0.5633
cycling,Safety,11,skating,Safety,29.99,170,45,4.2,0,1,0.4637
running,Footwear,15,skating,Accessories,34.99,140,38,3.9,0,0,0.2105
running,Clothing,15,skating,Accessories,34.99,140,38,3.9,0,0,0.2242
cycling,Safety,8,cycling,Accessories,12.99,160,45,4.0,1,0,0.5972
skating,Clothing,13,skating,Footwear,89.99,200,55,4.3,1,0,0.538
cycling,Clothing,2,running,Clothing,29.99,210,60,4.2,0,1,0.4852
cycling,Safety,3,running,Clothing,9.99,180,95,4.0,0,0,0.2298
skating,Accessories,14,skating,Clothing,11.99,120,35,3.7,1,0,0.5841
skating,Footwear,3,running,Clothing,9.99,180,95,4.0,0,0,0.3801
cycling,Footwear,12,skating,Safety,44.99,155,40,4.5,0,0,0.2226
running,Clothing,1,running,Footwear,99.99,320,85,4.5,1,0,0.7894
cycling,Clothing,5,running,Accessories,19.99,130,35,3.9,0,0,0.2523
running,Safety,11,skating,Safety,29.99,170,45,4.2,0,1,0.3933
skating,Safety,6,cycling,Safety,49.99,280,70,4.7,0,1,0.4884
cycling,Footwear,15,skating,Accessories,34.99,140,38,3.9,0,0,0.1981
skating,Footwear,6,cycling,Safety,49.99,280,70,4.7,0,0,0.2079
cycling,Clothing,3,running,Clothing,9.99,180,95,4.0,0,1,0.486
cycling,Safety,9,cycling,Clothing,59.99,240,65,4.4,1,0,0.634
cycling,Footwear,8,cycling,Accessories,12.99,160,45,4.0,1,0,0.5277
cycling,Accessories,2,running,Clothing,29.99,210,60,4.2,0,0,0.2624
running,Safety,12,skating,Safety,44.99,155,40,4.5,0,1,0.4006
cycling,Clothing,5,running,Accessories,19.99,130,35,3.9,0,0,0.1174
running,Safety,3,running,Clothing,9.99,180,95,4.0,1,0,0.7532
skating,Accessories,9,cycling,Clothing,59.99,240,65,4.4,0,0,0.2978
skating,Safety,9,cycling,Clothing,59.99,240,65,4.4,0,0,0.2734
cycling,Footwear,11,skating,Safety,29.99,170,45,4.2,0,0,0.2098
running,Clothing,2,running,Clothing,29.99,210,60,4.2,1,1,0.8896
running,Footwear,1,running,Footwear,99.99,320,85,4.5,1,1,0.926
running,Accessories,4,running,Accessories,15.99,150,40,3.8,1,1,0.8284
running,Footwear,5,running,Accessories,19.99,130,35,3.9,1,0,0.5598
running,Safety,7,cycling,Clothing,24.99,200,55,4.3,0,0,0.2673
cycling,Footwear,4,running,Accessories,15.99,150,40,3.8,0,0,0.2728
skating,Accessories,8,cycling,Accessories,12.99,160,45,4.0,0,1,0.3997
running,Clothing,13,skating,Footwear,89.99,200,55,4.3,0,0,0.3259
running,Accessories,11,skating,Safety,29.99,170,45,4.2,0,0,0.1997
cycling,Accessories,12,skating,Safety,44.99,155,40,4.5,0,0,0.2146
running,Footwear,3,running,Clothing,9.99,180,95,4.0,1,0,0.6994
skating,Safety,12,skating,Safety,44.99,155,40,4.5,1,1,0.8242
cycling,Clothing,3,running,Clothing,9.99,180,95,4.0,0,1,0.4459
cycling,Footwear,3,running,Clothing,9.99,180,95,4.0,0,0,0.3057
running,Accessories,15,skating,Accessories,34.99,140,38,3.9,0,1,0.3459
cycling,Clothing,1,running,Footwear,99.99,320,85,4.5,0,0,0.2988
skating,Safety,7,cycling,Clothing,24.99,200,55,4.3,0,0,0.3032
cycling,Footwear,3,running,Clothing,9.99,180,95,4.0,0,0,0.3653
cycling,Footwear,3,running,Clothing,9.99,180,95,4.0,0,0,0.2144
skating,Footwear,10,cycling,Clothing,39.99,190,50,4.1,0,0,0.3331
cycling,Safety,10,cycling,Clothing,39.99,190,50,4.1,1,0,0.6458
running,Safety,14,skating,Clothing,11.99,120,35,3.7,0,0,0.1612
running,Safety,2,running,Clothing,29.99,210,60,4.2,1,0,0.6679
running,Footwear,10,cycling,Clothing,39.99,190,50,4.1,0,0,0.2398
skating,Accessories,14,skating,Clothing,11.99,120,35,3.7,1,0,0.5667
running,Clothing,13,skating,Footwear,89.99,200,55,4.3,0,0,0.2309
running,Footwear,2,running,Clothing,29.99,210,60,4.2,1,0,0.6296
cycling,Accessories,8,cycling,Accessories,12.99,160,45,4.0,1,1,0.8093
cycling,Accessories,9,cycling,Clothing,59.99,240,65,4.4,1,0,0.6277
cycling,Safety,5,running,Accessories,19.99,130,35,3.9,0,0,0.1294
cycling,Safety,1,running,Footwear,99.99,320,85,4.5,0,0,0.2993
cycling,Accessories,12,skating,Safety,44.99,155,40,4.5,0,0,0.2423
cycling,Safety,2,running,Clothing,29.99,210,60,4.2,0,0,0.2857
cycling,Footwear,3,running,Clothing,9.99,180,95,4.0,0,0,0.374
cycling,Clothing,11,skating,Safety,29.99,170,45,4.2,0,0,0.2422
running,Accessories,8,cycling,Accessories,12.99,160,45,4.0,0,1,0.4029
running,Clothing,10,cycling,Clothing,39.99,190,50,4.1,0,1,0.473
skating,Safety,6,cycling,Safety,49.99,280,70,4.7,0,1,0.4191
running,Footwear,4,running,Accessories,15.99,150,40,3.8,1,0,0.568
cycling,Footwear,5,running,Accessories,19.99,130,35,3.9,0,0,0.1528
skating,Safety,15,skating,Accessories,34.99,140,38,3.9,1,0,0.6545
skating,Clothing,5,running,Accessories,19.99,130,35,3.9,0,0,0.2481
skating,Accessories,15,skating,Accessories,34.99,140,38,3.9,1,1,0.8249
cycling,Safety,10,cycling,Clothing,39.99,190,50,4.1,1,0,0.6846
cycling,Accessories,5,running,Accessories,19.99,130,35,3.9,0,1,0.357
running,Footwear,10,cycling,Clothing,39.99,190,50,4.1,0,0,0.2484
skating,Accessories,14,skating,Clothing,11.99,120,35,3.7,1,0,0.5937
skating,Footwear,7,cycling,Clothing,24.99,200,55,4.3,0,0,0.2958
cycling,Accessories,5,running,Accessories,19.99,130,35,3.9,0,1,0.3952
running,Footwear,8,cycling,Accessories,12.99,160,45,4.0,0,0,0.2103
skating,Clothing,8,cycling,Accessories,12.99,160,45,4.0,0,0,0.2566
skating,Clothing,9,cycling,Clothing,59.99,240,65,4.4,0,1,0.5058
cycling,Clothing,5,running,Accessories,19.99,130,35,3.9,0,0,0.1676
cycling,Accessories,2,running,Clothing,29.99,210,60,4.2,0,0,0.257
cycling,Footwear,8,cycling,Accessories,12.99,160,45,4.0,1,0,0.5766
running,Clothing,5,running,Accessories,19.99,130,35,3.9,1,0,0.4761
skating,Footwear,1,running,Footwear,99.99,320,85,4.5,0,1,0.502
cycling,Accessories,1,running,Footwear,99.99,320,85,4.5,0,0,0.3225
cycling,Accessories,11,skating,Safety,29.99,170,45,4.2,0,0,0.2391
running,Footwear,5,running,Accessories,19.99,130,35,3.9,1,0,0.5035
running,Accessories,15,skating,Accessories,34.99,140,38,3.9,0,1,0.383
cycling,Clothing,2,running,Clothing,29.99,210,60,4.2,0,1,0.3491
skating,Accessories,3,running,Clothing,9.99,180,95,4.0,0,0,0.4015
skating,Clothing,7,cycling,Clothing,24.99,200,55,4.3,0,1,0.3992
skating,Footwear,5,running,Accessories,19.99,130,35,3.9,0,0,0.2638
running,Footwear,8,cycling,Accessories,12.99,160,45,4.0,0,0,0.2768
cycling,Clothing,13,skating,Footwear,89.99,200,55,4.3,0,0,0.176
skating,Safety,7,cycling,Clothing,24.99,200,55,4.3,0,0,0.1969
cycling,Footwear,15,skating,Accessories,34.99,140,38,3.9,0,0,0.218
cycling,Accessories,10,cycling,Clothing,39.99,190,50,4.1,1,0,0.5888
cycling,Clothing,10,cycling,Clothing,39.99,190,50,4.1,1,1,0.8361
cycling,Accessories,13,skating,Footwear,89.99,200,55,4.3,0,0,0.1969
skating,Clothing,11,skating,Safety,29.99,170,45,4.2,1,0,0.5369
running,Accessories,3,running,Clothing,9.99,180,95,4.0,1,0,0.6215
cycling,Clothing,5,running,Accessories,19.99,130,35,3.9,0,0,0.2123
cycling,Footwear,5,running,Accessories,19.99,130,35,3.9,0,0,0.1729
skating,Safety,9,cycling,Clothing,59.99,240,65,4.4,0,0,0.2344
running,Safety,13,skating,Footwear,89.99,200,55,4.3,0,0,0.2558
cycling,Footwear,3,running,Clothing,9.99,180,95,4.0,0,0,0.3917
skating,Safety,12,skating,Safety,44.99,155,40,4.5,1,1,0.7994
cycling,Accessories,8,cycling,Accessories,12.99,160,45,4.0,1,1,0.8125
cycling,Safety,8,cycling,Accessories,12.99,160,45,4.0,1,0,0.6545
cycling,Safety,8,cycling,Accessories,12.99,160,45,4.0,1,0,0.5617
running,Footwear,13,skating,Footwear,89.99,200,55,4.3,0,1,0.4322
cycling,Footwear,13,skating,Footwear,89.99,200,55,4.3,0,1,0.4486
running,Accessories,13,skating,Footwear,89.99,200,55,4.3,0,0,0.255
running,Accessories,3,running,Clothing,9.99,180,95,4.0,1,0,0.6362
skating,Accessories,1,running,Footwear,99.99,320,85,4.5,0,0,0.2539
